202	41.7	49.9	61.6	71.8	80	90
203	42.3	47.6	62.1	71.5	78.8	90.2
204	39.9	51.2	59.6	71.8	79.7	90.8
205	41.9	48.3	61.6	72.2	79.4	91.3
206	40.8	52.7	59.7	72.1	82.1	89.4
207	41.1	50.5	61.9	71.9	79.3	88.5
208	41.9	50.8	61.6	72.2	81.7	88.9
209	41.5	50.8	61.8	71.9	81.8	90.6
210	42.5	50	64.7	71.6	77.3	90.1
211	42.3	51.1	63.2	72	78.5	88.6
212	40.5	50	62.7	72	80.8	88.5
213	42.2	50.8	62	71.9	81.7	90.3
214	41.9	51	62	72	80	88.4
215	41.2	48.8	59.1	71.8	80.8	88.9
216	41.9	53.2	62.5	72.1	80.9	86.8
217	41.5	49.3	62.6	71.6	81.2	89.7
218	41.4	53.3	58	72.3	81.2	90.6
219	41.4	52.8	63.2	71.9	82.2	89.1
220	38.7	52.9	59.8	73.8	78.9	88.5
221	40.1	49.4	62.1	71.1	82.4	89.4
222	42.6	50	61.9	71.6	81.4	88.2
223	43.8	52.7	59.1	72	82.3	89.6
224	42.1	51.5	60.8	71.5	81.7	87.2
225	42.5	54.6	60.8	71.6	81.6	88.8
226	43.1	51	59.9	71.7	82.3	89.2
227	42.5	51.7	61.4	71.3	81.4	89.6
228	42.1	49.2	62	71.7	81.1	90.9
229	40	54.6	60.5	71.2	83.5	89
230	42.3	53.5	56.7	70.2	79.3	88.7
231	41.7	49.2	61.7	71.3	81.1	89.7
232	39.2	49.8	60.6	72	82.1	90.1
233	41.8	49.9	58.2	71	81.5	90.7
234	41.6	51	58.9	70.9	81	90.1
235	43.3	51.1	63.2	71.3	82.6	86.5
236	41.2	50.1	59.4	71.3	83.8	90.7
237	43.3	49.7	61.8	69.5	80.5	89.9
238	41.5	51.4	59.5	70.9	80.9	90.3
239	40.7	50.2	60.3	70.9	81.3	90.1
240	39.2	51.1	61.4	71.2	81	90.5
241	42.6	50.5	59.9	71.2	80.8	90.8
242	40.7	51.2	61.6	70.5	84	90.5
243	40.8	52	61.7	71.1	79.8	92.3
244	43.3	51	60.7	70.9	81.2	93.6
245	40.9	50.8	60.3	71	79.6	91.4
246	42	55.5	60.2	71.3	80.6	90.8
247	41.2	49.8	61.9	70.7	79.8	91.6
248	42.6	51.6	61.5	71	82.4	92.1
249	39.5	53	59.2	70.1	79.3	90.8
250	42.4	47.4	61.2	70.6	79.3	92.1
251	42.5	51.1	60.1	70.5	80.5	91.4
252	39.8	49.7	62.7	70.7	78.6	90.1
253	41.9	49.5	56.8	70.4	79.4	86.6
254	40.8	49.2	60.3	70.8	82.1	90.2
255	40.2	49.7	59.7	70.8	80.4	90.5
256	41.6	49.4	60.4	70.7	76.4	91
257	42.1	50.7	61.9	69.8	81.1	91.8
258	41	52.6	59.9	70.3	79.3	91.1
259	42.1	49.4	63	69.7	78.9	90.6
260	42.6	52.5	59.6	70.4	79.3	87.9
261	41.6	49.9	60	70.1	78.9	89.8
262	41.3	51.4	58.9	70.3	77.3	92.3
263	42.5	50.8	59.5	70.2	78.2	93.6
264	42.1	49.8	60.4	69.9	78.7	86.2
265	42.2	51.1	60.5	69.5	79.1	90.4
266	39.9	50.7	60	69.5	80	90.4
267	39.3	51.4	60.9	69.9	78.9	90.2
268	43	51.1	60.6	69.8	77.6	91.4
269	38.4	48.9	63.3	70	79.1	89.3
270	41.4	50.6	58.5	70.1	79.6	90.4
271	38	50.4	60.9	69.8	77.9	93
272	42.9	50.5	59.9	71.9	77.1	89.6
273	40.3	50.1	61.2	69.6	79.4	89.3
274	39.8	51.3	60.9	70	78.7	89.6
275	40.9	48.7	58.6	69.8	79	90.7
276	43.1	49	64.4	69.8	80	88.4
277	40.6	49	58.1	69.9	80.4	85.5
278	41.6	46.9	59	69.9	79.4	88.5
279	42.4	52.8	60	70.4	79.2	89.3
280	41.2	52.4	62	70.5	79	91.2
281	42.3	54.9	57.8	70.8	82.4	88.2
282	39.9	50.6	59.8	70.8	80	87.2
283	40.4	49.6	60.3	70.8	79.7	87
284	41.1	52.3	59.2	71.2	80.8	90.3
285	40.6	51.9	60.1	71.3	80.1	87
286	41.8	52	63.7	71.5	80.7	92.3
287	42.7	51.8	60.5	71.7	80.1	88.6
288	42.3	52.1	59.7	71.6	75.9	89.9
289	41.5	52.2	62.4	71.6	79.5	92.3
290	42.5	51.1	59.4	72.3	81	94.5
291	40.7	47.6	60.9	72.1	80.3	88.6
292	39.4	51.4	59.1	72.3	82.1	88
293	43.1	51	61.8	71.9	82.3	87.7
294	37.5	50.8	61.7	72.3	77.7	89
295	41.3	52.1	56.8	72.3	77.4	89.7
296	40.8	51.9	59.9	72.4	82.2	91.1
297	42.4	51.6	61.6	72.3	81.3	90
298	39.2	50.2	58.4	72.3	82.1	90
299	42	54.3	60.3	72.6	80.9	89.4
300	40.5	52.6	61	72.4	84.3	90.9
301	43.1	50.7	58.8	72.5	81.2	91.8
302	42.7	49.8	58.7	72	81.1	89.3
303	44	51.2	60.1	72.2	81.3	87.1
304	42.4	48.4	60.4	73.2	81.1	89.5
305	41.7	51.5	59.1	72.3	81.7	90.9
306	40.5	50.7	61.7	72.4	82.9	88
307	42.1	48.7	61.7	72.5	81.5	90.9
308	41.4	51	60.2	72.1	82.2	91.7
309	41.5	50.5	57.2	72.7	82.4	89.6
310	40.6	49.8	61.4	72.1	81.8	85.6
311	43.1	50.2	63.4	72.4	80.9	91.7
312	41.2	51	61.7	71.9	79.4	89.2
313	40.1	53.5	60.3	72.1	81.6	85
314	39.8	51.5	61.5	71.8	82.8	94
315	38.7	50.9	60.5	72.2	78	87.8
316	39.1	51.9	61.7	72	76.7	89.9
317	39.8	53.4	61.8	72.8	78.8	89.9
318	40.9	50.1	61	71.8	80.9	91.5
319	39.8	51.7	63.3	71.3	81.5	91.1
320	44.4	54.3	61.7	71.9	81.2	89.1
321	41.9	50	62.5	71.9	83.7	91.4
322	40.2	46	61.5	72	80.9	88.5
323	40.7	52	62.8	72	80.9	89.1
324	39.5	51.3	62.1	71.8	81.6	88.8
325	41.5	51.3	63.2	71.7	80.1	87.8
326	39.5	50.8	62.7	71.7	79.7	89.6
327	41.8	51.5	62.6	71.9	80.9	89.8
328	40.7	51.1	63.7	71.7	80.4	88.7
329	39.8	51.2	59.3	71.6	79.5	90.8
330	40.5	49	62.1	71.6	79.6	89.9
331	42.4	52.6	61.8	71.3	78.7	88
332	41	54.1	62.6	71.7	79.9	90.4
333	40.2	51	61.1	71	80.1	87.6
334	40.2	51.3	59.2	70.9	79.9	87.9
335	41.4	50.8	62	71.1	78.4	89.4
336	39.9	51.5	60.2	70.4	78.7	90.3
337	38.1	50.8	60.6	70.9	82.9	89.4
338	41.8	51.1	62.2	71	77.9	90
339	42.2	54.7	60.9	70.9	79.9	91.1
340	42	51.1	60.4	71.1	79.8	88
341	42.8	53	61.2	71.9	79.7	90
342	41.4	52.1	61.8	70.9	80.6	89.1
343	42.3	50.6	61.9	70.8	79.6	89
344	41.4	50.8	63.2	70.1	73.6	90.5
345	40.1	50.9	62.5	71.1	79.5	92.6
346	40	52	60.2	70.9	79.9	92.7
347	41.5	48.2	55.5	70.8	79.2	90.7
348	41.5	50.7	61.7	70.6	78.9	87.8
349	41.4	51.4	61.5	70.4	79.7	90.5
350	41	52	61.9	70.7	79.7	90.2
351	40.5	50.1	58.5	70.6	79.2	89.8
352	40.7	47.9	62.6	70.3	80.4	92.7
353	40.4	54.1	60.4	70.7	79.6	90.4
354	41.2	49.3	60.5	70.3	79.2	94
355	41.2	50.7	60.5	71.7	79.2	89.7
356	40.8	51.3	61.8	70.3	79.3	90.3
357	41.2	50.9	62.7	70.2	81	89.2
358	41.3	51.7	57.9	70	78.1	90.2
359	38.8	49.8	60.3	70.1	79.6	88.5
360	39.5	49.7	61.2	70.5	79.2	88.5
361	40.4	49.9	62.6	70.3	77.6	90.6
362	39.9	50	60.7	69.9	78.6	91.7
363	42.9	53.9	59	70.4	79.4	90.5
364	39.4	50.7	62.4	70.3	80.5	90.6
365	38.6	50.1	60.8	70.1	79.4	87.9
366	40.6	52.6	59.1	69.6	79.2	90.7
367	41.3	53.4	60.4	69.5	83.1	88.6
368	42.2	52	61.5	69.7	80.9	89.5
369	42.4	50.1	61.5	69.5	77.8	89.7
370	40.5	50.9	63.5	69.9	80.9	87.6
371	41.7	51.9	61	69.4	80.6	94
372	42.3	50.5	60.6	68.6	83.9	88.9
373	42.3	52.5	61.5	68.8	80.3	90
374	40.8	48.3	59.7	70.5	81.7	89.8
375	43.7	50.1	61.3	69.5	80.2	84.9
376	40.4	51	61.4	69.4	80.8	89.7
377	39.8	52.4	59.2	69.4	81.2	89.4
378	40.9	48.7	64.1	69.1	83.2	88.3
379	41	51.8	58.2	69.5	81.6	90.5
380	40.5	50.3	59.6	69.4	83.3	89.3
381	42.6	50.8	61.8	69.8	80.3	88.9
382	41.3	50.7	60	69.7	80.4	91
383	40.8	54	60.1	69.7	82.6	90.1
384	43.1	49.9	61.2	70.3	84.6	89.4
385	42.2	50.1	57.8	70.1	81.7	91.4
386	41.5	49.4	59.4	69.9	83.2	90.5
387	43.3	50.8	60.2	69.9	83.6	89.8
388	41.4	50.5	61.2	70.3	83.6	95.1
389	44.2	49.9	62.7	70.3	84.3	88.8
390	43.2	51.7	59.7	70.3	82.4	88.6
391	42.2	49.9	63.7	70.1	80.5	89.4
392	41.5	50.2	61.5	70.7	83.4	89.4
393	41.6	50.2	59.2	72	81.6	89.9
394	39.8	49.6	60	68.2	83.3	90.9
395	41.1	49.5	61.4	70.1	82.5	90.3
396	37.8	49.4	62.2	71.6	79.7	89.1
397	40	51.6	61.8	71.6	81.9	88.8
398	42.2	50.1	60.5	72.6	81.5	92.7
399	41.7	50.5	59.9	71.8	85	89.5
400	42.2	51.1	59.9	71.9	81.1	87.9
401	41.7	49.9	59.2	70.8	80.8	91.5
402	42.5	50	61.1	72.3	79.9	90.1
403	40.8	48.4	59.2	72.6	84.3	90.1
404	42.9	48.9	63.2	72.1	80.5	88.5
405	38.8	49.6	59.4	72.3	79.8	86.7
406	40.5	51	60.4	72.5	79.3	85.6
407	41.8	51.5	60.8	72.6	81.3	88.6
408	43.1	53.7	59.7	72.3	81.4	92.9
409	40.9	51.3	62.9	72.1	80.8	86.8
410	42.8	50.6	58.8	72.9	79.3	88.8
411	40.7	50.7	61.9	72.2	75.7	90.2
412	39.4	50.8	60.9	72.6	81	87.7
413	38.8	50.3	60	72.9	80.9	90.9
414	41.4	51.9	59.6	72.7	82	89.7
415	41.3	50.3	62	72	84.2	89.5
416	40.4	51	60	72.7	78.4	82.9
417	42.5	52	61.7	73	80.3	90.6
418	41.1	51.7	60.5	72.5	80.1	89.4
419	41.8	52	59.8	72.3	80.8	88.7
420	39.5	53.4	62.1	72.1	80.6	89.1
421	41.7	50.6	57.7	72.6	80	89
422	40.2	52.2	58.2	72.6	78.8	90.6
423	41.1	50.7	61.5	72.4	79.5	91.5
424	40.9	51.9	62.2	72.3	82.8	89
425	41.5	49.7	60.3	73.6	79.8	88.5
426	40.5	53.3	59	71.6	80	87.5
427	40.2	52	60.7	71.8	79.6	84.4
428	39.6	52.4	60.4	71.7	80.4	92
429	40.7	48.9	60.5	71.6	79.2	90.7
430	38	50.5	60.9	72.5	79.9	89.7
431	39.6	50.4	62.1	71.7	75.1	89.4
432	42.7	51.3	61.4	71.8	79.4	88.7
433	38.3	51.6	59.4	71.7	79.8	90.7
434	42.4	53.2	61.2	71.4	80.2	91.2
435	40.8	51.6	60.3	70.9	82.3	86.1
436	40.1	53.2	59.3	71.8	79.5	90
437	39.6	51.5	59.8	71.1	77.4	88.5
438	42.3	52.1	61.2	71.4	80	90.4
439	40.7	49.7	59.4	71.3	78.4	88.1
440	39.6	51	61.3	70.6	78.9	89.7
441	38.6	51.8	59.2	70.9	79.9	93.1
442	41.3	50.1	62.8	71.3	81.9	88.9
443	39.4	51.7	61	71.3	77.8	89.6
444	42.7	52.5	60.9	71	75.9	90.3
445	41.5	49.7	60.5	71	80.6	90.1
446	41	51.1	60	71.1	78.5	94.3
447	42.2	51.8	61.2	72.9	80.2	89.6
448	41.6	48.6	58.8	70.9	79.9	89.5
449	40.9	51	59.9	71.3	80.5	86.7
450	40.9	49.6	62.1	70.7	80.7	89.4
451	41.4	51.7	60.2	70.9	80.9	89.3
452	41.8	51.9	63.4	70.7	80.4	92.1
453	40.1	52.7	60.9	70.5	80.9	92
454	40.8	51.2	61.9	70.8	83.6	89.7
455	39	51.4	62.2	70.5	81.1	89.7
456	40.9	51	60.7	70.5	80	89.8
457	41.5	51	59.7	68.8	81.6	90.6
458	39.8	50.1	60.1	69.7	85.1	92.3
459	41.3	51.3	61.7	70.7	81.7	87.4
460	41.1	50.3	60.5	70.4	82	89.5
461	42.3	53.1	58.8	70.4	84.8	91.1
462	41.6	52.1	60.9	70.5	84	89.7
463	40	53	59.8	70.2	83	93.8
464	41.3	52.1	61.3	70.5	81.2	92.2
465	39.8	52	62.6	70	83.5	89.7
466	40.4	51.9	59.4	72.9	82.6	93
467	41.5	50.8	62.2	70.1	82.1	89.7
468	42.2	52.7	58.9	70.4	80.4	89.1
469	42	54.8	61	72.8	85.4	90.1
470	40.9	52.2	63.1	70.1	79.8	87.4
471	42.9	50.6	61.1	70.1	82	88.2
472	41.5	52.6	61.8	70.2	82.3	89.7
473	39.6	50.7	61.4	70.6	81.4	92.3
474	39.9	52	61	71.2	82.4	86.6
475	42.7	49.3	61.2	70.5	82.5	87.9
476	40.6	52.2	63.5	68.9	83.1	88.6
477	40.7	48	63.7	69.6	82.6	88.9
478	41.6	52	60.2	70.1	79.3	92.7
479	42.3	52.5	62.5	70.1	80.8	91.6
480	41.8	49.6	63	69.5	81.5	90
481	41.7	51.9	59.5	69.9	79	93.7
482	41.4	50.8	63.8	70.4	81.1	89.4
483	37.2	51.6	61.9	69.3	81.1	92.5
484	40	50	59.3	69.4	81.5	88.1
485	40.7	50.7	60.7	69.9	80.5	89.3
486	41.7	51.8	60.1	69.6	83.5	95.5
487	41.8	53.2	61.5	69.3	80.5	93.4
488	42.3	50.9	60.7	69.5	82.3	89.1
489	40.6	50.5	61	70	81.4	90.3
490	38.8	51.9	64.2	70	80.9	89
491	44.9	50.8	62.1	68.2	81	88.4
492	42.5	51.1	63.2	69.7	80.2	90
493	40.6	51	60.5	70.2	80.8	89.8
494	38.4	49	61.9	69.4	82	89.1
495	39.1	51.4	61.1	70.1	81.1	90.4
496	41.7	51.1	62.1	69.8	82.6	87.4
497	39.9	49.2	62.2	70.2	80.4	89.7
498	42.7	51	60.2	70.5	77.8	90.4
499	40.5	51.5	61.4	70.3	81.1	88.8
500	40.3	46.3	61.6	72.3	81.9	88.5
501	43.6	48.8	61	70.9	79.8	90.2
502	40.6	50.7	61.7	70.3	82.5	89.5
503	39.6	50.3	62.7	70.8	79.5	96.3
504	42.2	51.4	61.9	71.2	84.2	90
505	40.8	50.6	61.3	71	80.1	92.4
506	40.6	48.5	60.7	71	79.3	90.4
507	40.5	49.5	61.1	71.5	80.2	89.7
508	40	52.2	59.2	71.2	80	89.8
509	42.5	49.3	59.9	71.5	79.8	90
510	41.5	51.7	60.4	71.2	79.8	89.9
511	42	51.8	61.9	71.9	79.5	90.6
512	40	49.6	60.1	72.1	82	89.3
513	41.6	48.8	61	72	81.5	88.9
514	41.8	47.6	61.2	72.1	79.5	88.7
515	41.7	50.2	61.5	72.3	77.3	92.3
516	42.1	48.5	60.5	71.9	78.2	88.6
517	43.1	48.8	61.2	72.4	82.2	92.1
518	41.3	48.7	61.8	72	80.2	89.4
519	42.2	49.4	61.8	72.5	80.6	90.2
520	40.4	49.5	61.6	72.5	79.6	90.1
521	39.7	52	62.7	73.5	77.8	89.2
522	42.6	50.9	61.4	72.2	79.4	89.6
523	44.4	50.9	59.2	72.2	77.6	88.6
524	41.3	48.6	61.4	71.7	79.6	89.8
525	39.6	52	59.9	72	78.3	90.1
526	42.5	48.5	58.4	69.7	78.3	90.2
527	41.7	49.6	58.1	71.5	79.1	90.7
528	40.5	51	59.2	72	79.7	90.7
529	44.7	48.6	59.9	69.5	78	83.8
530	41.3	53.1	58.1	71.4	79	86.5
531	41.3	51	63.2	71.2	79.5	90.3
532	43.3	49.2	59.5	71.8	82	87
533	42.6	50.4	61.1	70.7	81.5	89.7
534	40.6	51.7	60.6	69.1	79.9	89.9
535	42.9	50.3	60.8	71.8	80.3	87.6
536	39.8	52.1	60.4	71.7	80.1	89.7
537	40.7	49.5	60.3	71.5	81.7	89.7
538	39.6	49.5	58.8	70.5	81.2	90.2
539	41.1	51	60	71.4	80.2	92.7
540	40.8	49.5	59.2	71.6	80.3	90.1
541	40.7	51.3	59.9	68.7	79.7	91.1
542	41.2	49.2	58.1	71.2	81.5	90.1
543	40.5	51	63.7	71.5	80.4	91
544	43	50.6	61.5	71.4	80.3	86.5
545	41.5	50.9	61.1	71.4	80.5	88.6
546	41.7	51.8	60	69.5	82.2	89.3
547	42.5	50.6	62	73.3	81	90.4
548	39.7	52.5	60.4	70.9	81.1	89.7
549	41.8	49.1	60.3	70.8	79.3	90.6
550	39.4	48.8	60	70.8	82.1	92.5
551	40	49.9	63.4	71	80.1	88.3
552	42	54.4	63.6	71.5	81.6	89.3
553	41.6	53.2	59.8	68.6	81.6	88.6
554	39.8	49.5	60.5	71.3	79.3	85.8
555	39	49	59.4	70.6	80.6	89.1
556	41.4	47.9	61.4	70.7	82.5	90.2
557	41	51.1	59.2	70.5	80.7	86.6
558	40.2	50.1	58.7	70.4	82.7	87.2
559	40.9	50.8	61.5	70	80.4	84.5
560	41	53.3	57.5	71.2	81.8	89.2
561	40.2	51.6	60.4	69.9	79.6	89.2
562	39.5	50.5	62.7	70.4	80.4	89.3
563	41.3	51	60.5	70.4	78.9	89.9
564	37.6	51	60.1	70	80.1	89.1
